 , , , , 
Mon Feb 12 21:19:42 +0000 2018,963160710858633223,103279981,🇪🇸 Luis Salom 🇪🇸,RT @DISCODEPAPHOS: @RETINTIN_CV @monicaoltra @JosPastr @jatirado @LuisSalom @WillyTolerdoo @QuiqueVal @i_roman @antonioperal @NNGG_CV @_Ale…
Mon Feb 12 21:19:43 +0000 2018,963160715677851649,375324652,Zali,@compromis @monicaoltra Y no es así?. Tú llevas dos días y ya tienes que empezar a dar explicaciones por corrupción
Mon Feb 12 21:19:55 +0000 2018,963160765632040960,952682722841022464,DonesNeuro,"RT @GVAinclusio: Cloenda de la I Jornada Dones i Neurociència amb @DonesNeuro 
@monicaoltra “A les dones ens calen espais propis i ací este…"
Mon Feb 12 21:19:57 +0000 2018,963160772292390912,318656987,Joseba Larrea,"JUSTICIA????
En este país no existe 
@PSOE culpable 
@PPopular culpable 
@CiudadanosCs culpable 
@ahorapodemos culp… https://t.co/psD9FpgSQl"
Mon Feb 12 21:20:11 +0000 2018,963160831843237893,722509830037053440,Mariamas,"@phantom2702 @Ondafallera @monicaoltra Phamtom, los señores de Compromis se van de maní juntitos en Valencia, con l… https://t.co/ICzdR5J1mZ"
Mon Feb 12 21:20:23 +0000 2018,963160881185030144,1098472400,Compromís Meliana,RT @mananascuatro: .@monicaoltra: “La corrupción es la herramienta que tenía el @PPopular para perpetuarse en el poder” https://t.co/QkqrXF…
Mon Feb 12 21:20:25 +0000 2018,963160891469582339,864734838351421443,Agente indignado,@monicaoltra @monicaoltra para mejorar nuestra vida agradeceríamos vehículos del siglo XXI  que los que tenemos son… https://t.co/ln73wMnJTA
Mon Feb 12 21:20:38 +0000 2018,963160942589726721,1475690851,César,@Jmayoral1973 @CristinaSegui_ @joanribo No veo la dictadura por ningún sitio.
Mon Feb 12 21:20:40 +0000 2018,963160954698690560,1098472400,Compromís Meliana,"RT @RTVE_Com: .@monicaoltra, este martes en @Desayunos_tve https://t.co/AY0qwHygst https://t.co/RqzK2uf8qG"
Mon Feb 12 21:20:49 +0000 2018,963160991629537283,1098472400,Compromís Meliana,"RT @compromis: .@franferri_: ""Des de @compromis defensem que el model territorial ha de ser just amb els valencians i valencianes, i ha de…"
Mon Feb 12 21:21:24 +0000 2018,963161139218649088,172494427,Alejandro Morant,"RT @RETINTIN_CV: 📺¿De verdad hay necesidad de gastar 7,4 millones de euros en platós en la nueva TeleOltra? 😲

¿Sabe @monicaoltra a cuánta…"
Mon Feb 12 21:21:37 +0000 2018,963161192947740672,869892322674323456,Hiotazu@gmail.com,RT @ciclosfera: @giuseppegrezzi @ciutatamable @pedrodelgadoweb @joanribo @CompromisVLC @VerdsEquo_ @compromis @perefuset @isalozanovlc @mon…
Mon Feb 12 21:22:34 +0000 2018,963161432622862336,867374573251121152,Jesús Mayoral🇪🇸,"@Xibalba76 @CristinaSegui_ @joanribo Te veo bien informado entonces de lo de Zaragoza.
Casi mejor vivir en la ignor… https://t.co/NZmBHxDJgu"
Mon Feb 12 21:22:44 +0000 2018,963161475094401024,789883424714678272,Antonio,RT @gizmo34inter: #CarnavalEducativo pasaremos un Mir los docentes interinos sobrefornados y con años de experiencia? Consolidación YA!!!!…
Mon Feb 12 21:22:46 +0000 2018,963161482631499776,446590406,mªcarmen vazquez🇪🇸,"RT @alvaritooo2: 👉🏼Francisco Granados nombra a la expresidenta del PP de Madrid, Esperanza Aguirre: Saldrá en las portadas de los periódico…"
Mon Feb 12 21:22:58 +0000 2018,963161533177106436,1475690851,César,@Jmayoral1973 @CristinaSegui_ @joanribo Lo hago.Gracias.
Mon Feb 12 21:23:16 +0000 2018,963161606191501313,16663249,Christophe Tricot,Great article about #Facebook: Inside Facebook's Two Years of Hell https://t.co/zi67AGxn16 #FakeNews
Mon Feb 12 21:23:29 +0000 2018,963161659866079234,566288506,javi zaru,RT @Logregl: @Tonicanto1 @compromis es de esperar 😏 tienen de valencianos lo que yo de clérigo https://t.co/Q5eim8qGDo
Mon Feb 12 21:23:32 +0000 2018,963161675217162244,4859503479,maria maria,@monicaoltra @compromis @Desayunos_tve @MireiaMolla @CompromisCorts @franferri_ @IgnasiCandela @CompromisVLC… https://t.co/dkwp3dWWZ0
Mon Feb 12 21:23:56 +0000 2018,963161775448514561,1703094080,El Hype,El @AjuntamentVLC  promueve solistas y grupos independientes con su ciclo  #emergents al #palaudelamusica. Una sesi… https://t.co/P2HW3YWXXA
Mon Feb 12 21:24:25 +0000 2018,963161896651231232,4273927936,Antonio Juarez,@nordiniciativa @faiscaret1 @FemInismesIdPV @iniciativapv @paulatuzon_ @JovesIniciativa @monicaoltra @alberto_aim… https://t.co/vgil5oBMkO
Mon Feb 12 21:24:37 +0000 2018,963161947318489092,1320393889,VANESSACHIN,RT @CristinaSegui_: Todo el apoyo a esta marca valenciana atacada desde las instituciones valencianas por el grupo pancatalanista @compromi…
Mon Feb 12 21:24:41 +0000 2018,963161963349102592,939787472560644096,JiVlc,"@monicaoltra @ccifuentes @ppmadrid Mientes mas que hablas. Igual que se sabia que el PP robaba, tb se sabe lo que e… https://t.co/K95EmJkQcI"
Mon Feb 12 21:24:46 +0000 2018,963161986505854978,512383914,Rafael Llácer,RT @CristinaSegui_: Todo el apoyo a esta marca valenciana atacada desde las instituciones valencianas por el grupo pancatalanista @compromi…
Mon Feb 12 21:24:56 +0000 2018,963162027622649862,3104924997,Toni Roca,"RT @NatxoBellido: Lo explica muy clarito @monicaoltra No todos somos iguales. El PP no va a poder tapar así ni su corrupción, ni sus vergüe…"
Mon Feb 12 21:25:03 +0000 2018,963162057796399109,3104924997,Toni Roca,"RT @compromis: El PP, assetjat per la #Gürtel, vol fer creure que tots som iguals.

En 2 minuts, @monicaoltra deixa a les clares el cinisme…"
Mon Feb 12 21:25:11 +0000 2018,963162089794752514,1475690851,César,"@Jmayoral1973 @CristinaSegui_ @joanribo Lo disfruto,gracias.Sí, estoy bien informado,pero es imposible que tú y yo… https://t.co/XFGPQK5n1z"
Mon Feb 12 21:25:21 +0000 2018,963162133465911299,255219889,Viva la Pepa,"RT @compromis: ""Cualquiera que organice actos sabe que las campañas del PP no podían sufragarse con el dinero que marca la Ley. El acto de…"
Mon Feb 12 21:25:23 +0000 2018,963162141535756290,2414943163,emilio,RT @DISCODEPAPHOS: @RETINTIN_CV @monicaoltra @JosPastr @jatirado @LuisSalom @WillyTolerdoo @QuiqueVal @i_roman @antonioperal @NNGG_CV @_Ale…
Mon Feb 12 21:25:28 +0000 2018,963162160816906240,2176205541,Pedro Cuesta,RT @ESdiarioCV: .@monicaoltra ignoró los avisos previos a la denuncia que pueden llevarla ante el juez. @generalitat @compromis @popularesc…
Mon Feb 12 21:25:46 +0000 2018,963162237094395904,937255179610722304,Nada,RT @Pherca3: @Nada31058757 @monicaoltra @CompromisOri @compromis @CompromisVLC @CompromisCorts @CompromisElx @franferri_ @joanribo @MireiaM…
